ID,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,District,Ward,Community Area,Latitude,Longitude,Location
11602592,2/1/19 0:01,060XX S ARTESIAN AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,8,16,66,41.78420621,-87.68499573,"(41.784206209, -87.684995729)"
11602424,2/1/19 0:01,054XX S ELLIS AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,2,5,41,41.79574754,-87.60122169,"(41.795747543, -87.601221687)"
11598742,2/1/19 0:01,019XX S CALUMET AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,1,3,33,41.85635485,-87.61911942,"(41.85635485, -87.619119418)"
11586584,2/1/19 0:01,005XX N MICHIGAN AVE,BURGLARY,UNLAWFUL ENTRY,HOTEL/MOTEL,FALSE,FALSE,18,42,8,41.8920174,-87.62416531,"(41.892017399, -87.624165306)"
11607983,2/1/19 0:01,018XX N MOBILE AVE,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,FALSE,FALSE,25,29,25,41.91368126,-87.78236755,"(41.913681263, -87.782367549)"
11585732,2/1/19 0:01,009XX W BELLE PLAINE AVE,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,19,46,3,41.95677529,-87.6526869,"(41.956775292, -87.652686896)"
11584088,2/1/19 0:01,048XX N WOLCOTT AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,20,47,4,41.96975262,-87.67623383,"(41.969752619, -87.676233832)"
11582189,2/1/19 0:12,001XX S PEORIA ST,PUBLIC PEACE VIOLATION,OTHER VIOLATION,RESIDENCE-GARAGE,FALSE,FALSE,12,27,28,41.88006708,-87.64964587,"(41.880067081, -87.649645866)"
11582200,2/1/19 0:15,077XX S ESSEX AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,4,7,43,41.75491813,-87.56386739,"(41.754918134, -87.56386739)"
11582224,2/1/19 0:15,077XX S EXCHANGE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,4,7,43,41.75517938,-87.55579405,"(41.755179375, -87.555794049)"
11582206,2/1/19 0:16,078XX S LOOMIS BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,6,17,71,41.75142184,-87.6586134,"(41.751421844, -87.658613397)"
11582184,2/1/19 0:18,001XX S KILPATRICK AVE,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,FALSE,11,28,25,41.87886581,-87.74276646,"(41.878865807, -87.742766464)"
11582240,2/1/19 0:20,012XX W 73RD ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,7,17,67,41.76139758,-87.65538239,"(41.761397577, -87.655382389)"
11582247,2/1/19 0:30,087XX S MAY ST,ROBBERY,ARMED: HANDGUN,STREET,FALSE,FALSE,22,21,71,41.73549672,-87.65211924,"(41.73549672, -87.652119241)"
11582450,2/1/19 0:30,014XX S SPAULDING AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,TRUE,FALSE,10,24,29,41.86171115,-87.70797235,"(41.861711152, -87.707972346)"
11582219,2/1/19 0:32,013XX S INDEPENDENCE BLVD,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,10,24,29,41.86372148,-87.71944715,"(41.863721482, -87.719447149)"
11582686,2/1/19 0:40,046XX S WASHTENAW AVE,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,9,15,58,41.80959338,-87.69180082,"(41.809593384, -87.691800823)"
11582379,2/1/19 0:46,015XX N LEAVITT ST,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,14,1,24,41.90875032,-87.68230796,"(41.908750324, -87.68230796)"
11582296,2/1/19 0:47,028XX N MULLIGAN AVE,CRIMINAL TRESPASS,TO VEHICLE,STREET,TRUE,FALSE,25,30,19,41.93194338,-87.78450366,"(41.931943377, -87.784503659)"
11582469,2/1/19 0:54,033XX W POTOMAC AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,14,26,23,41.90462708,-87.71025007,"(41.90462708, -87.710250069)"
11583141,2/1/19 1:00,036XX W ROOSEVELT RD,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,11,24,29,41.86628662,-87.71572561,"(41.866286618, -87.715725607)"
11583170,2/1/19 1:00,040XX W GRENSHAW ST,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,FALSE,11,24,29,41.86707334,-87.72585096,"(41.867073338, -87.725850958)"
11584585,2/1/19 1:00,006XX S KEDVALE AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,TRUE,11,24,26,41.87307836,-87.72908394,"(41.873078355, -87.729083936)"
11582351,2/1/19 1:00,009XX N WESTERN AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,12,26,24,41.89799965,-87.68689837,"(41.897999645, -87.686898368)"
11582513,2/1/19 1:00,058XX N LINCOLN AVE,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,BAR OR TAVERN,FALSE,FALSE,20,40,2,41.98784484,-87.70310154,"(41.987844842, -87.703101542)"
11582208,2/1/19 1:05,009XX N MENARD AVE,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,15,29,25,41.89712182,-87.77034101,"(41.897121818, -87.770341013)"
11582239,2/1/19 1:10,049XX N WINTHROP AVE,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,20,48,3,41.97205995,-87.65770192,"(41.972059949, -87.657701922)"
11582242,2/1/19 1:15,071XX S VINCENNES AVE,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,7,6,69,41.76517115,-87.62805648,"(41.76517115, -87.628056483)"
11582230,2/1/19 1:15,046XX S FAIRFIELD AVE,ASSAULT,SIMPLE,STREET,TRUE,FALSE,9,15,58,41.80924338,-87.6930111,"(41.80924338, -87.693011101)"
11582286,2/1/19 1:30,085XX S KEDZIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,FALSE,TRUE,8,18,70,41.73825465,-87.70207436,"(41.738254652, -87.702074363)"
11582259,2/1/19 1:30,014XX N ELSTON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,14,27,24,41.90808426,-87.66054442,"(41.908084258, -87.660544415)"
11582216,2/1/19 1:40,033XX N CENTRAL PARK AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,APARTMENT,FALSE,TRUE,17,30,21,41.94238008,-87.71749494,"(41.942380084, -87.717494943)"
11582257,2/1/19 1:51,073XX S EMERALD AVE,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,7,6,68,41.7606245,-87.64307522,"(41.760624499, -87.643075224)"
11582297,2/1/19 1:53,017XX W 95TH ST,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,22,19,72,41.72116964,-87.66584942,"(41.721169636, -87.66584942)"
11582207,2/1/19 1:54,040XX S PRAIRIE AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,2,3,38,41.82144188,-87.61992577,"(41.821441875, -87.619925765)"
11582540,2/1/19 2:00,113XX S MICHIGAN AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,FALSE,FALSE,5,9,49,41.6887561,-87.6210019,"(41.688756095, -87.621001903)"
11603400,2/1/19 2:00,010XX W 95TH ST,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,22,21,73,41.7213798,-87.64978116,"(41.721379795, -87.649781161)"
11582541,2/1/19 2:00,056XX S INDIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2,20,40,41.79216573,-87.62077855,"(41.792165734, -87.62077855)"
11583582,2/1/19 2:00,033XX W MAYPOLE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,11,28,27,41.8835787,-87.70973485,"(41.883578698, -87.709734846)"
11610899,2/1/19 2:00,017XX N MONTICELLO AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,25,26,22,41.91239579,-87.71784204,"(41.912395789, -87.717842041)"
11583924,2/1/19 2:05,014XX N SEDGWICK ST,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,FALSE,18,27,8,41.90843054,-87.63850953,"(41.908430535, -87.638509526)"
11582333,2/1/19 2:06,083XX S STONY ISLAND AVE,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,FALSE,4,8,45,41.74397044,-87.58579712,"(41.743970443, -87.585797123)"
11582278,2/1/19 2:08,013XX S WABASH AVE,ROBBERY,AGGRAVATED,APARTMENT,FALSE,FALSE,1,3,33,41.86513103,-87.62578048,"(41.865131033, -87.625780483)"
11582268,2/1/19 2:15,086XX S ASHLAND AVE,ROBBERY,STRONGARM - NO WEAPON,GAS STATION,FALSE,FALSE,6,21,71,41.73671109,-87.66308714,"(41.736711088, -87.663087144)"
24393,2/1/19 2:16,018XX E 78TH ST,HOMICIDE,FIRST DEGREE MURDER,HOUSE,FALSE,FALSE,4,8,43,41.7533703,-87.580429,"(41.753370301, -87.580429004)"
11582277,2/1/19 2:20,011XX E 83RD ST,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,TRUE,FALSE,4,8,45,41.74406109,-87.59728738,"(41.744061091, -87.597287383)"
11582467,2/1/19 2:27,025XX E 77TH ST,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,RESIDENCE,FALSE,FALSE,4,7,43,41.75541216,-87.56223791,"(41.75541216, -87.56223791)"
11582401,2/1/19 2:30,0000X W KINZIE ST,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,18,42,8,41.88922516,-87.63019356,"(41.88922516, -87.630193562)"
11582223,2/1/19 2:30,056XX W FULLERTON AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,25,30,19,41.92397622,-87.76629442,"(41.923976215, -87.766294416)"
11582287,2/1/19 2:33,050XX S PAULINA ST,ARSON,ATTEMPT ARSON,APARTMENT,FALSE,FALSE,9,20,61,41.80223336,-87.66723503,"(41.80223336, -87.667235027)"
11582827,2/1/19 2:36,054XX S WELLS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,9,3,37,41.7946704,-87.63178543,"(41.794670403, -87.631785431)"
11582222,2/1/19 2:45,005XX W ROOSEVELT RD,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1,11,28,41.86725154,-87.63959443,"(41.867251542, -87.639594427)"
11582260,2/1/19 2:45,020XX W TAYLOR ST,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,12,27,28,41.86909749,-87.67678104,"(41.869097493, -87.676781043)"
11582599,2/1/19 2:55,020XX W RANDOLPH ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,TRUE,FALSE,12,27,28,41.8846066,-87.67798105,"(41.884606602, -87.677981051)"
11582279,2/1/19 3:10,0000X E 68TH ST,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,3,6,69,41.77102079,-87.62251928,"(41.771020794, -87.622519283)"
11582258,2/1/19 3:36,053XX S EMERALD AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,9,20,61,41.79730761,-87.64401665,"(41.797307609, -87.644016645)"
11582276,2/1/19 3:38,040XX W CULLERTON ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,10,24,29,41.85439116,-87.72618755,"(41.854391158, -87.72618755)"
11582264,2/1/19 3:40,080XX S MORGAN ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,6,21,71,41.74827386,-87.64882532,"(41.748273859, -87.648825323)"
11582309,2/1/19 3:56,066XX S FRANCISCO AVE,BURGLARY,HOME INVASION,RESIDENCE,FALSE,FALSE,8,17,66,41.77283872,-87.69567187,"(41.772838719, -87.695671868)"
11584433,2/1/19 4:00,091XX S GREEN ST,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,FALSE,TRUE,22,21,73,41.72776232,-87.6445994,"(41.727762324, -87.644599401)"
11589406,2/1/19 4:00,014XX E 47TH DR,THEFT,OVER $500,RESTAURANT,FALSE,FALSE,2,4,39,41.80969334,-87.59213853,"(41.809693341, -87.592138525)"
11582968,2/1/19 4:00,032XX W PALMER ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,14,32,22,41.92144903,-87.70718729,"(41.921449028, -87.707187285)"
11582334,2/1/19 4:22,030XX N KENMORE AVE,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",FALSE,FALSE,19,44,6,41.93718842,-87.65522907,"(41.937188423, -87.655229071)"
11582393,2/1/19 4:24,014XX W SHERWIN AVE,OTHER OFFENSE,VIOLATION OF CIVIL NO CONTACT ORDER,RESIDENCE,FALSE,FALSE,24,49,1,42.01498794,-87.66672334,"(42.014987937, -87.66672334)"
11582539,2/1/19 4:30,131XX S RHODES AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,5,9,54,41.65641376,-87.60953504,"(41.656413759, -87.609535041)"
11583048,2/1/19 4:30,008XX E 81ST ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,6,8,44,41.7476454,-87.60334788,"(41.747645397, -87.603347877)"
11582385,2/1/19 4:30,052XX W DIVISION ST,ROBBERY,ARMED: HANDGUN,CLEANING STORE,FALSE,FALSE,25,37,25,41.90223059,-87.75740997,"(41.902230588, -87.75740997)"
11582299,2/1/19 4:45,056XX W WEST END AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,FALSE,TRUE,15,29,25,41.88422978,-87.76541209,"(41.884229778, -87.765412092)"
11582811,2/1/19 4:46,079XX S JUSTINE ST,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,6,21,71,41.74927484,-87.66219789,"(41.749274836, -87.662197894)"
11582810,2/1/19 4:54,079XX S ADA ST,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,6,21,71,41.74960045,-87.65735351,"(41.749600453, -87.65735351)"
11583661,2/1/19 5:00,095XX S YALE AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,5,21,49,41.72068608,-87.6298728,"(41.72068608, -87.629872798)"
11582311,2/1/19 5:00,087XX S CLYDE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,4,8,48,41.73670382,-87.57329223,"(41.736703815, -87.573292232)"
11583239,2/1/19 5:00,071XX S ABERDEEN ST,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,7,6,68,41.76430377,-87.65166799,"(41.764303767, -87.65166799)"
11582307,2/1/19 5:00,065XX W ARCHER AVE,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,TRUE,FALSE,8,23,56,41.79226676,-87.78581049,"(41.792266756, -87.785810487)"
11582293,2/1/19 5:10,001XX N ABERDEEN ST,BATTERY,SIMPLE,STREET,FALSE,FALSE,12,27,28,41.88331158,-87.65440727,"(41.883311582, -87.654407267)"
11584074,2/1/19 5:25,095XX S JEFFERY AVE,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,4,7,51,41.72171418,-87.57533706,"(41.721714178, -87.575337056)"
11584025,2/1/19 5:30,099XX S CALHOUN AVE,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,4,7,51,41.71461219,-87.56218371,"(41.71461219, -87.562183708)"
11582365,2/1/19 5:55,023XX N OAK PARK AVE,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,25,36,18,41.92195008,-87.79519023,"(41.921950078, -87.795190234)"
11582341,2/1/19 5:59,002XX W GARFIELD BLVD,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA TRAIN,FALSE,FALSE,9,3,37,41.79453381,-87.63143854,"(41.794533814, -87.631438536)"
11597539,2/1/19 6:00,017XX E 73RD ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,3,7,43,41.7624551,-87.58186593,"(41.7624551, -87.581865927)"
11582315,2/1/19 6:00,055XX W IRVING PARK RD,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,16,38,15,41.95320017,-87.76532961,"(41.953200167, -87.765329611)"
11582390,2/1/19 6:00,070XX N SHERIDAN RD,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,24,49,1,42.0109963,-87.66268065,"(42.010996301, -87.662680653)"
11582342,2/1/19 6:07,036XX S DR MARTIN LUTHER KING JR DR,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2,4,35,41.82873774,-87.61709657,"(41.828737743, -87.617096571)"
11582372,2/1/19 6:20,020XX W BALMORAL AVE,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,20,40,4,41.97964955,-87.68079923,"(41.979649551, -87.680799226)"
11582396,2/1/19 6:21,011XX W 115TH ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,22,34,75,41.68496017,-87.65122481,"(41.684960165, -87.651224806)"
11582382,2/1/19 6:24,011XX W BLACKHAWK ST,ASSAULT,SIMPLE,STREET,FALSE,FALSE,18,27,8,41.90714888,-87.65687692,"(41.907148882, -87.656876923)"
11582370,2/1/19 6:30,039XX W VAN BUREN ST,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,11,28,26,41.87529,-87.72384912,"(41.875290002, -87.72384912)"
11582829,2/1/19 6:30,003XX N PEORIA ST,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,12,27,28,41.88699749,-87.64984741,"(41.886997493, -87.649847413)"
11582618,2/1/19 6:30,031XX N KENMORE AVE,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,19,44,6,41.93893409,-87.65528776,"(41.938934091, -87.655287762)"
11583654,2/1/19 6:45,017XX E 70TH ST,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,3,5,43,41.76791854,-87.58221639,"(41.767918536, -87.582216392)"
11582336,2/1/19 6:45,005XX S MICHIGAN AVE,CRIMINAL TRESPASS,TO LAND,HOTEL/MOTEL,TRUE,FALSE,1,42,32,41.87527257,-87.62425131,"(41.875272573, -87.624251314)"
11582310,2/1/19 6:45,004XX W ONTARIO ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,18,42,8,41.89311614,-87.63961211,"(41.893116144, -87.639612106)"
11586039,2/1/19 7:00,008XX E 100TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,5,8,50,41.71131987,-87.60263098,"(41.711319868, -87.602630978)"
11582536,2/1/19 7:00,007XX E 84TH PL,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,6,6,44,41.74090537,-87.60594149,"(41.740905366, -87.605941485)"
11582328,2/1/19 7:00,021XX S WASHTENAW AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,10,12,30,41.85324516,-87.69303857,"(41.853245158, -87.693038574)"
11582439,2/1/19 7:00,042XX W FILLMORE ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,11,24,29,41.86790793,-87.7311262,"(41.867907932, -87.731126198)"
11613841,2/1/19 7:00,044XX N CENTRAL AVE,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,16,38,15,41.96180469,-87.76728278,"(41.961804693, -87.767282783)"
11627803,2/1/19 7:00,046XX N SHERIDAN RD,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,19,46,3,41.96665319,-87.65479535,"(41.966653193, -87.654795347)"
11582728,2/1/19 7:15,007XX N STATE ST,THEFT,FROM BUILDING,"SCHOOL, PRIVATE, BUILDING",FALSE,FALSE,18,42,8,41.8960954,-87.62818621,"(41.896095397, -87.628186206)"
11582445,2/1/19 7:20,007XX N LAMON AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,15,37,25,41.89429999,-87.74823284,"(41.894299989, -87.748232835)"
11596007,2/1/19 7:20,027XX W AUGUSTA BLVD,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,12,26,24,41.89929329,-87.6949443,"(41.899293285, -87.694944304)"
11582386,2/1/19 7:30,017XX N MELVINA AVE,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,FALSE,FALSE,25,29,25,41.91198039,-87.78019986,"(41.911980392, -87.780199864)"
11582369,2/1/19 7:30,034XX N WESTERN AVE,ASSAULT,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,19,47,5,41.94355269,-87.68816234,"(41.943552694, -87.688162342)"
11582789,2/1/19 7:35,015XX W ADAMS ST,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,12,28,28,41.87892341,-87.66514665,"(41.878923406, -87.665146647)"
11583626,2/1/19 7:45,067XX S MORGAN ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,7,6,68,41.7714668,-87.64942928,"(41.771466799, -87.649429284)"
11582403,2/1/19 7:55,028XX W DIVISION ST,BATTERY,SIMPLE,GAS STATION,FALSE,FALSE,12,26,24,41.90292267,-87.69719301,"(41.902922668, -87.697193006)"
11582777,2/1/19 8:00,084XX S BURNHAM AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,4,7,46,41.74185689,-87.55636152,"(41.741856894, -87.556361521)"
11582796,2/1/19 8:00,041XX W 58TH PL,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,8,13,62,41.7868139,-87.7262939,"(41.786813899, -87.726293895)"
11590754,2/1/19 8:00,057XX S ROCKWELL ST,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,8,16,63,41.78928806,-87.68879478,"(41.789288059, -87.688794775)"
11596976,2/1/19 8:00,0000X W CERMAK RD,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,1,3,33,41.85290152,-87.62827544,"(41.852901521, -87.628275435)"
11583218,2/1/19 8:00,003XX N MAY ST,THEFT,OVER $500,STREET,FALSE,FALSE,12,27,28,41.88713637,-87.6556852,"(41.887136371, -87.655685196)"
11585676,2/1/19 8:00,021XX W CRYSTAL ST,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,14,2,24,41.90406045,-87.68086051,"(41.904060445, -87.680860507)"
11582387,2/1/19 8:00,014XX N KEELER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,25,26,23,41.90703646,-87.73133169,"(41.907036462, -87.731331692)"
11585301,2/1/19 8:00,040XX N BROADWAY,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,19,46,3,41.95611811,-87.65153948,"(41.956118107, -87.651539483)"
11585189,2/1/19 8:00,067XX N NORTHWEST HWY,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,16,41,9,42.00299404,-87.8164945,"(42.002994036, -87.816494497)"
11583861,2/1/19 8:00,023XX W JARVIS AVE,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,24,50,2,42.0156411,-87.68785742,"(42.015641099, -87.687857424)"
11582389,2/1/19 8:03,075XX S OGLESBY AVE,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,4,7,43,41.75831568,-87.5675799,"(41.758315679, -87.567579897)"
11584148,2/1/19 8:06,086XX S ELIZABETH ST,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,6,21,71,41.73685326,-87.65458171,"(41.736853261, -87.654581713)"
11582363,2/1/19 8:15,083XX S STEWART AVE,CRIMINAL TRESPASS,TO LAND,DEPARTMENT STORE,TRUE,FALSE,6,21,44,41.74271022,-87.63408818,"(41.742710224, -87.634088181)"
11582942,2/1/19 8:20,047XX S HARDING AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,8,14,57,41.80697986,-87.72232928,"(41.806979864, -87.722329276)"
11582373,2/1/19 8:28,002XX W 96TH ST,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,FALSE,FALSE,5,21,49,41.71981433,-87.6304757,"(41.719814332, -87.630475703)"
